ranking,ISBN,description,author,avg_rating,title,num_ratings,score,awards,voted,year,pages
2363,9780393338690," ,Michael Lewis was fresh out of Princeton and the London School of Economics when he landed a job at Salomon Brothers, one of Wall Street’s premier investment firms. During the next three years, Lewis rose from callow trainee to bond salesman, raking in millions for the firm and cashing in",Michael   Lewis,4.17,Liar's Poker,"56,796",175,None,3,2009,320
2281,9780192810342,"The four essays are Political Ideas in the Twentieth Century'; Historical Inevitability', which the Economist described as a magnificent assertion of the reality of human freedom, of the role of free choice in history'; Two Concepts of Liberty', a ringing manifesto for pluralism and individual freedom; and John Stuart Mill and the Ends of Life'. There is also a long and ma",Isaiah Berlin,4.16,Four Essays on Liberty,,182,None,2,1969,286
2271,9780449906569,"Since the appearance of Lithium for Medea, her astonishing 1979 debut novel, Kate Braverman has demonstrated an absolutely original and uncompromising understanding of the outsiders of Los Angeles. Her short story collection, Squandering the Blue, was hailed by the Chicago Tribune as ""one of the most remarkable collections you will ever read."" The Los Angeles Times has cal",Kate Braverman,4.03,Wonders of the West,,183,None,2,1993,280
2271,9781575142661,None,Mark Twain,4.44,The War Prayer,"1,456",183,None,2,1900,5
1888,9780440214922,"Escaping from his North Carolina home after his father murders their family and commits suicide, Trevor McGee returns to confront the past, and finds himself haunted by the same demons that drove his father to insanity.",Poppy Z. Brite,4.03,Drawing Blood,"8,380",244,"World Fantasy Award Nominee for Best Novel (1994),James Tiptree Jr. Award Nominee for Longlist (1993)",3,1993,416
2271,9781402210785,"Abigail Wendover, on the shelf at 28, is kept busy when her niece falls head over heels in love with a handsome fortune hunter and Abbie is forced into a confrontation with his scandalous uncle. ,Miles Calvery is the black sheep of his family- enormously rich from a long sojourn in India, disconcertingly blunt and brash. But he turns out to be Abbie's most important ally in",Georgette Heyer,3.99,Black Sheep,"7,579",183,None,3,1966,279
2271,9780751507959,"A collection of Calvin and Hobbes cartoons. The author won the 1986 Reuben Award as Outstanding Cartoonist of the Year and has also illustrated Something Under the Bed is Drooling, Calvin and Hobbes' Yukon Ho! and Weirdos From Another Planet.",Bill Watterson,4.73,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,"18,773",183,None,3,1990,254
1882,9780451223296,"It's a hot, lazy day, perfect for a cookout, until you see those strange dark clouds. Suddenly a violent storm sweeps across the lake and ends as abruptly and unexpectedly as it had begun. Then comes the mist...creeping slowly, inexorably into town, where it settles and waits, trapping you in the supermarket with dozens of others, cut off from your families and the world.",Stephen King,3.93,The Mist,"88,852",245,World Fantasy Award Nominee for Best Novel (1981),4,1980,240
1882,9780349102627,None,Bohumil Hrabal,4.13,Too Loud a Solitude,"10,558",245,None,4,1976,98
1882,9780060739492,"""How about a story? Spin us a yarn."",Instantly, Phoebe Winterbottom came to mind. ""I could tell you an extensively strange story,"" I warned.,""Oh, good!"" Gram said. ""Delicious!"",And that is how I happened to tell them about Phoebe, her disappearing mother, and the lunatic.,As Sal entertains her grandparents with Phoebe's outrageous story, her own story begins to unfold — the st",Sharon Creech,3.95,Walk Two Moons,"135,774",245,"Newbery Medal (1995),Rebecca Caudill Young Reader's Book Award Nominee (1997),Dorothy Canfield Fisher Children's Book Award Nominee (1996),W.H. Smith's Mind-Boggling Books Award (1996),Oklahoma Sequoyah Award for YA (1997)",4,1994,280
1882,9780006479505,"In the three novels that make up the Fionavar Tapestry trilogy collected in this omnibus edition (,, ,, and ,), five University of Toronto students find themselves transported to a magical land to do battle with the forces of evil. At a Celtic conference, Kimberley, Kevin, Jennifer, Dave, and Paul meet wizard Loren Silvercloak.",Guy Gavriel Kay,4.21,The Fionavar Tapestry (The Fionavar Tapestry #1-3),"5,856",245,Mythopoeic Fantasy Award Nominee (1987),4,1995,792
2271,9780380815579,"April 1814,But this time, the gossip columnists have it wr",Julia Quinn,4.19,"The Viscount Who Loved Me (Bridgertons, #2)","40,497",183,"All About Romance (AAR) Annual Reader Poll for Favorite Funny & Honorable Mentions for Favorite Heroine & Favorite European Historical (2001),RITA Award by Romance Writers of America Nominee for Long Historical Romance (2001)",2,2000,354
2281,9780140036114,"Set in the time of the Vietnam War, this story concerns the plight of a young American, happily installed in a perfect job in England, engaged to a wonderful girl, who is suddenly drafted to a war he disapproves of.,What is duty here, what is self-interest, what is cowardice? Austin Gibson Grey, the accidental man",Iris Murdoch,3.77,An Accidental Man,,182,None,2,1971,448
1882,9781590171226,"Alberto Moravia's exploration of the break-up of a marriage is told against the background of the film-world of post-war Rome. Why does Emilia Molteni suddenly, after two years of ideal marriage, despise her husband? How explain her unmelting frigidity? These are terrible questions which drive Riccardo, Emilia's husband, to the verge of murder, to the edge of madness, and",Alberto Moravia,3.91,Contempt,"2,609",245,None,3,1954,251
1878,9780146000553,"These five short stories offer a selection of Dahl's adult writing. , is a country tale, ,, a wartime reminiscence, , a story of vengeful murder, and the remaining two, , and ,, are on favorite themes of greed and snobbery.",Roald Dahl,4.23,Lamb to the Slaughter and Other Stories,"2,859",246,None,3,1953,87
2281,9780451205421,"The #1 New York Times bestselling author delivers a truly suspenseful novel of a mother who must save her daughter from a threat she can hardly understand. What happened to nine-year-old Melanie during the six years she was subjected to terrifying experiments? And what is the unstoppable power that she can unleash from behind the ""Door to December""?",Richard Paige,3.94,The Door to December,"32,519",182,None,3,1985,518
1882,9780441328000,"With more than ten million copies sold, ,'s magnificent , books stand among the major achievements of the human imagination. In this, the fifth and most spectacular , book of all, the planet Arrakis--now called Rakis--is becoming desert again. The Lost Ones are returning home from the far reaches of space. The great sandworms are dying. And the children o",Frank Herbert,3.84,Heretics of Dune (Dune Chronicles #5),"45,029",245,"Prometheus Award Nominee for Best Libertarian Science Fiction Novel (1985),Prix Cosmos 2000 (1986)",3,1984,471
1878,9780380776160,"DETERMINED LADY ,Tough-minded Jessica Trent's sole intention is to free her nitwit brother from the destructive influence of Sebastian Ballister, the notorious Marquess of Dain. She never expects to desire the arrogant, amoral cad. And when Dain's reciprocal passion places them in a scandalously compromising, and public, position, Jessica is left with no choice but to seek",Loretta Chase,4.12,"Lord of Scoundrels (Scoundrels, #3)","23,117",246,"RITA Award by Romance Writers of America for Best Short Historical (1996),Romantic Times Reviewers' Choice Award (RT Award) for Best Regency Historical Romance (1995),Romance Readers Anonymous (RRA) Award for Best All-Time Romance Novel (2001), (2003); Best All-Time Historical Romance (1998), (2001), (2002), (2003); Best Historical Single Title Romance (1994)",4,1995,375
2095,9780897333566,"This novel exemplifies historical fiction at its best; the author's meticulous research and polished style bring the medieval world into vibrant focus. Set during the Hundred Years War (1337-1453), the narrative creates believable human beings from the great roll of historical figures. Here are the mad Charles VI, the brilliant Louis d'Orleans, Joan of Arc, Henry V, and, m",Hella S. Haasse,4.06,In a Dark Wood Wandering: A Novel of the Middle Ages,"1,557",200,None,2,1949,592
1878,9780142401651,"They told him his uncle died in an accident. He wasn't wearing his seatbelt, they said. But when fourteen-year-old Alex finds his uncle's windshield riddled with bullet holes, he knows it was no accident. What he doesn't know yet is that his uncle was killed while on a top-secret mission. But he is about to, and once he does, there is no turning back. Finding himself in th",Anthony Horowitz,3.97,"Stormbreaker (Alex Rider, #1)","75,147",246,"Rebecca Caudill Young Reader's Book Award (2004),South Carolina Book Award for Junior Book Award (2005),Iowa Teen Award (2005)",3,2000,256
2095,9789960340111,"This introductory book on Islam serves as a good da'wah tool, explaining some of the fundamentals of Islam, as well signifying verses of the Qur'an and how they relate to science and the world around us. ,This Islamic guide is for non-Muslims who would like to understand Islam, Muslims (Moslems), and the Holy Quran (Koran). It is rich in information, references, bibliograph",I.A. Ibrahim,3.91,A Brief Illustrated Guide to Understanding Islam,,200,None,2,1996,74
2095,9780316715973,"Breece D'J Pancake cut short a remarkably promising career when he took his own life in 1979 at the age of 26. In 1983 Little, Brown and Company's posthumous publication of this book electrified the literary world with a force that still resounds across two decades. A collection of stories that depict the world of Pancake's native rural West Virginia with astonishing power",Breece D'J Pancake,4.15,The Stories of Breece D'J Pancake,"3,926",200,None,2,1983,192
2095,9780156031332,"A compelling tale of edgy, small-town emotions, lingering obsession, and romantic salvation.,Andrew, after many years, returns to his hometown to attend his mother's funeral. Planning to remain only a few days, he is drawn into the tragic legacy of his childhood friend and beautiful girl next door, Eden Close. An adopted child, Eden had learned to avoid the mother who did n",Anita Shreve,3.64,Eden Close,"8,741",200,None,3,1989,265
